order_date,first_cate_code,second_cate_code,ord_qty
2016/4/12,302,408,183
2016/4/12,303,401,167
2016/4/12,303,410,33
2016/4/12,305,412,352
2016/4/12,306,407,2448
2016/4/12,308,404,34
2016/4/13,302,408,598
2016/4/13,303,401,294
2016/4/13,304,409,3
2016/4/13,305,412,585
2016/4/13,306,407,1416
2016/4/13,307,403,368
2016/4/13,308,404,41
2016/4/14,301,405,164
2016/4/14,302,408,226
2016/4/14,303,401,144
2016/4/14,304,409,32
2016/4/14,305,412,507
2016/4/14,306,407,2441
2016/4/14,307,403,207
2016/4/14,308,404,104
2016/4/15,301,405,75
2016/4/15,302,408,803
2016/4/15,303,401,177
2016/4/15,303,410,76
2016/4/15,305,412,769
2016/4/15,306,402,103
2016/4/15,306,407,1631
2016/4/15,307,403,61
2016/4/15,308,404,111
2016/4/16,301,405,25
2016/4/16,302,408,275
2016/4/16,303,401,232
2016/4/16,304,409,9
2016/4/16,305,412,452
2016/4/16,306,407,1483
2016/4/16,308,404,47
2016/4/17,302,408,695
2016/4/17,303,401,270
2016/4/17,305,412,791
2016/4/17,306,402,54
2016/4/17,306,407,842
2016/4/17,307,403,116
2016/4/17,308,404,11
2016/4/18,301,405,28
2016/4/18,302,408,491
2016/4/18,303,401,49
2016/4/18,305,412,755
2016/4/18,306,407,734
2016/4/18,307,403,169
2016/4/18,308,404,100
2016/4/19,302,408,596
2016/4/19,303,401,63
2016/4/19,304,409,16
2016/4/19,305,412,39
2016/4/19,306,407,1742
2016/4/19,308,404,65
2016/4/2,302,408,382
2016/4/2,303,401,141
2016/4/2,305,412,453
2016/4/2,306,407,214
2016/4/20,302,408,98
2016/4/20,303,401,84
2016/4/20,305,412,599
2016/4/20,306,402,47
2016/4/20,306,407,1635
2016/4/20,307,403,23
2016/4/20,308,404,5
2016/4/21,301,405,146
2016/4/21,302,408,780
2016/4/21,303,401,27
2016/4/21,304,409,29
2016/4/21,305,412,923
2016/4/21,306,407,2049
2016/4/22,301,405,108
2016/4/22,302,408,101
2016/4/22,303,401,247
2016/4/22,304,409,18
2016/4/22,305,412,142
2016/4/22,306,407,876
2016/4/23,302,408,132
2016/4/23,303,401,226
2016/4/23,305,412,755
2016/4/23,306,402,4
2016/4/23,306,407,999
2016/4/23,308,404,260
2016/4/24,301,405,3
2016/4/24,303,401,227
2016/4/24,303,410,26
2016/4/24,305,412,541
2016/4/24,306,402,502
2016/4/24,306,407,1714
2016/4/24,307,403,14
2016/4/24,308,404,448
2016/4/25,301,405,192
2016/4/25,302,408,636
2016/4/25,303,401,22
2016/4/25,304,409,18
2016/4/25,305,412,109
2016/4/25,306,407,1215
2016/4/25,308,404,110
2016/4/26,301,405,16
2016/4/26,302,408,1800
2016/4/26,303,401,29
2016/4/26,305,412,1248
2016/4/26,306,407,4002
2016/4/26,307,403,18
2016/4/26,308,404,13
2016/4/27,301,405,101
2016/4/27,302,408,368
2016/4/27,303,401,201
2016/4/27,304,409,19
2016/4/27,305,412,216
2016/4/27,306,407,1578
2016/4/28,301,405,59
2016/4/28,302,408,784
2016/4/28,303,401,654
2016/4/28,305,412,487
2016/4/28,306,402,17
2016/4/28,306,407,986
2016/4/28,307,403,38
2016/4/29,301,405,83
2016/4/29,302,408,214
2016/4/29,303,401,588
2016/4/29,305,412,582
2016/4/29,306,407,1281
2016/4/29,307,403,197
2016/4/29,308,404,173
2016/4/3,303,401,51
2016/4/3,305,412,145
2016/4/3,306,402,502
2016/4/3,306,407,106
2016/4/30,302,408,917
2016/4/30,303,401,41
2016/4/30,305,412,326
2016/4/30,306,407,2430
2016/4/30,307,403,11
2016/4/30,308,404,450
2016/4/5,301,405,50
2016/4/5,302,408,122
2016/4/5,305,412,408
2016/4/5,306,407,565
2016/4/5,307,403,14
2016/4/5,308,404,54
2016/4/6,301,405,352
2016/4/6,302,408,592
2016/4/6,303,401,223
2016/4/6,304,409,72
2016/4/6,305,412,243
2016/4/6,306,402,64
2016/4/6,306,407,2189
2016/4/6,307,403,264
2016/4/6,308,404,5
2016/4/7,301,405,1326
2016/4/7,302,408,870
2016/4/7,303,401,134
2016/4/7,305,412,365
2016/4/7,306,402,106
2016/4/7,306,407,4055
2016/4/7,307,403,255
2016/4/7,308,404,4
2016/4/8,301,405,319
2016/4/8,302,408,590
2016/4/8,303,401,121
2016/4/8,303,410,22
2016/4/8,304,409,80
2016/4/8,305,412,3685
2016/4/8,306,402,8
2016/4/8,306,407,2143
2016/4/8,307,403,153
2016/4/8,308,404,9
2016/4/9,301,405,290
2016/4/9,302,408,449
2016/4/9,303,401,121
2016/4/9,305,412,100
2016/4/9,306,402,302
2016/4/9,306,407,894
2016/4/9,307,403,147
2016/5/1,303,401,14
2016/5/1,303,410,26
2016/5/1,305,412,5
2016/5/10,302,408,629
2016/5/10,303,401,519
2016/5/10,303,410,5
2016/5/10,304,409,15
2016/5/10,305,412,3218
2016/5/10,306,407,1359
2016/5/10,307,403,614
2016/5/10,308,404,129
2016/5/11,301,405,62
2016/5/11,302,408,2096
2016/5/11,303,401,352
2016/5/11,303,410,14
2016/5/11,304,409,53
2016/5/11,305,412,531
2016/5/11,306,402,167
2016/5/11,306,407,1917
2016/5/11,307,403,37
2016/5/11,308,404,894
2016/5/12,302,408,250
2016/5/12,303,401,93
2016/5/12,305,412,1290
2016/5/12,306,402,137
2016/5/12,306,407,1491
2016/5/12,308,404,48
2016/5/13,301,405,104
2016/5/13,302,408,884
2016/5/13,303,401,170
2016/5/13,304,409,30
2016/5/13,305,412,206
2016/5/13,306,407,2031
2016/5/13,307,403,1332
2016/5/13,308,404,747
2016/5/14,301,405,465
2016/5/14,302,408,337
2016/5/14,303,401,210
2016/5/14,304,409,43
2016/5/14,305,412,2508
2016/5/14,306,402,246
2016/5/14,306,407,1698
2016/5/14,307,403,75
2016/5/14,308,404,1779
2016/5/15,301,405,498
2016/5/15,302,408,146
2016/5/15,303,401,655
2016/5/15,305,412,279
2016/5/15,306,402,36
2016/5/15,306,407,1940
2016/5/15,307,403,94
2016/5/15,308,404,105
2016/5/16,301,405,83
2016/5/16,302,408,221
2016/5/16,303,401,72
2016/5/16,305,412,795
2016/5/16,306,402,404
2016/5/16,306,407,872
2016/5/16,308,404,504
2016/5/17,302,408,282
2016/5/17,303,401,134
2016/5/17,305,412,222
2016/5/17,306,402,291
2016/5/17,306,407,1829
2016/5/17,308,404,64
2016/5/18,301,405,198
2016/5/18,302,408,152
2016/5/18,303,401,1107
2016/5/18,305,412,324
2016/5/18,306,407,2440
2016/5/18,307,403,160
2016/5/18,308,404,299
2016/5/19,302,408,584
2016/5/19,303,401,99
2016/5/19,305,412,586
2016/5/19,306,402,101
2016/5/19,306,407,1591
2016/5/19,308,404,313
2016/5/2,306,407,54
2016/5/20,301,405,80
2016/5/20,302,408,443
2016/5/20,303,401,430
2016/5/20,303,410,17
2016/5/20,305,412,288
2016/5/20,306,407,1112
2016/5/20,308,404,178
2016/5/21,301,405,281
2016/5/21,302,408,698
2016/5/21,303,401,299
2016/5/21,305,412,2133
2016/5/21,306,407,1186
2016/5/21,307,403,352
2016/5/21,308,404,928
2016/5/22,301,405,527
2016/5/22,302,408,259
2016/5/22,303,401,108
2016/5/22,305,412,114
2016/5/22,306,402,104
2016/5/22,306,407,1392
2016/5/22,307,403,995
2016/5/22,308,404,313
2016/5/23,301,405,67
2016/5/23,302,408,625
2016/5/23,304,409,26
2016/5/23,305,412,677
2016/5/23,306,402,5
2016/5/23,306,407,1886
2016/5/23,307,403,456
2016/5/23,308,404,33
2016/5/24,301,405,162
2016/5/24,302,408,640
2016/5/24,303,401,98
2016/5/24,305,412,604
2016/5/24,306,407,1563
2016/5/24,307,403,59
2016/5/24,308,404,1640
2016/5/25,301,405,13
2016/5/25,302,408,1170
2016/5/25,303,401,225
2016/5/25,304,409,7
2016/5/25,305,412,77
2016/5/25,306,402,104
2016/5/25,306,407,1390
2016/5/25,307,403,1125
2016/5/25,308,404,116
2016/5/26,301,405,230
2016/5/26,302,408,667
2016/5/26,303,401,1485
2016/5/26,303,410,10
2016/5/26,305,412,322
2016/5/26,306,407,2087
2016/5/26,307,403,417
2016/5/26,308,404,60
2016/5/27,301,405,229
2016/5/27,302,408,637
2016/5/27,303,401,175
2016/5/27,303,410,13
2016/5/27,304,409,109
2016/5/27,305,412,197
2016/5/27,306,407,3150
2016/5/27,307,403,181
2016/5/27,308,404,1213
2016/5/28,301,405,311
2016/5/28,302,408,250
2016/5/28,303,401,183
2016/5/28,303,410,33
2016/5/28,304,409,21
2016/5/28,305,412,304
2016/5/28,306,407,2849
2016/5/28,307,403,31
2016/5/28,308,404,299
2016/5/29,301,405,12
2016/5/29,302,408,411
2016/5/29,303,401,238
2016/5/29,303,410,28
2016/5/29,305,412,81
2016/5/29,306,407,4191
2016/5/29,307,403,411
2016/5/29,308,404,56
2016/5/3,302,408,311
2016/5/3,305,412,5
2016/5/3,306,407,504
2016/5/3,307,403,161
2016/5/3,308,404,795
2016/5/30,302,408,604
2016/5/30,303,401,97
2016/5/30,304,409,25
2016/5/30,305,412,277
2016/5/30,306,407,587
2016/5/30,307,403,370
2016/5/30,308,404,232
2016/5/31,301,405,39
2016/5/31,302,408,727
2016/5/31,303,401,978
2016/5/31,305,412,393
2016/5/31,306,402,24
2016/5/31,306,407,3729
2016/5/31,307,403,162
2016/5/31,308,404,58
2016/5/4,302,408,19
2016/5/4,303,401,189
2016/5/4,305,412,359
2016/5/4,306,407,1481
2016/5/4,307,403,330
2016/5/4,308,404,44
2016/5/5,302,408,522
2016/5/5,303,401,1037
2016/5/5,305,412,162
2016/5/5,306,407,2089
2016/5/5,307,403,115
2016/5/5,308,404,41
2016/5/6,302,408,125
2016/5/6,303,401,664
2016/5/6,304,409,31
2016/5/6,305,412,963
2016/5/6,306,402,335
2016/5/6,306,407,860
2016/5/6,307,403,982
2016/5/6,308,404,37
2016/5/7,301,405,40
2016/5/7,302,408,230
2016/5/7,303,401,121
2016/5/7,304,409,2
2016/5/7,305,412,335
2016/5/7,306,402,203
2016/5/7,306,407,1896
2016/5/7,307,403,551
2016/5/7,308,404,394
2016/5/8,302,408,403
2016/5/8,303,401,95
2016/5/8,305,412,1755
2016/5/8,306,407,2550
2016/5/8,308,404,346
2016/5/9,301,405,45
2016/5/9,302,408,638
2016/5/9,304,409,11
2016/5/9,305,412,1341
2016/5/9,306,407,578
2016/5/9,308,404,3
2016/6/1,301,405,53
2016/6/1,302,408,109
2016/6/1,305,412,278
2016/6/1,306,402,269
2016/6/1,306,407,794
2016/6/1,307,403,35
2016/6/1,308,404,36
2016/6/10,301,405,155
2016/6/10,302,408,787
2016/6/10,303,401,735
2016/6/10,305,412,80
2016/6/10,306,407,507
2016/6/10,307,403,131
2016/6/10,308,404,106
2016/6/11,302,408,104
2016/6/11,303,401,160
2016/6/11,305,412,108
2016/6/11,306,407,2085
2016/6/12,301,405,68
2016/6/12,302,408,719
2016/6/12,303,401,12
2016/6/12,304,409,22
2016/6/12,305,412,336
2016/6/12,306,402,204
2016/6/12,306,407,811
2016/6/12,307,403,44
2016/6/12,308,404,95
2016/6/13,301,405,150
2016/6/13,302,408,269
2016/6/13,303,401,264
2016/6/13,303,410,29
2016/6/13,304,409,23
2016/6/13,305,412,568
2016/6/13,306,407,880
2016/6/13,307,403,18
2016/6/14,301,405,56
2016/6/14,302,408,1206
2016/6/14,303,401,87
2016/6/14,304,409,67
2016/6/14,305,412,826
2016/6/14,306,407,1595
2016/6/14,307,403,7
2016/6/14,308,404,35
2016/6/15,301,405,11
2016/6/15,302,408,226
2016/6/15,303,401,416
2016/6/15,305,412,404
2016/6/15,306,407,3354
2016/6/15,307,403,57
2016/6/16,302,408,865
2016/6/16,303,401,205
2016/6/16,304,409,6
2016/6/16,305,412,1077
2016/6/16,306,407,1297
2016/6/16,308,404,687
2016/6/17,301,405,68
2016/6/17,302,408,667
2016/6/17,303,401,112
2016/6/17,305,412,367
2016/6/17,306,407,1685
2016/6/17,307,403,324
2016/6/18,301,405,12
2016/6/18,302,408,247
2016/6/18,303,401,79
2016/6/18,303,406,7
2016/6/18,304,409,9
2016/6/18,305,412,140
2016/6/18,306,407,1723
2016/6/18,308,404,35
2016/6/19,302,408,191
2016/6/19,303,401,74
2016/6/19,305,412,278
2016/6/19,306,407,734
2016/6/19,307,403,102
2016/6/2,302,408,123
2016/6/2,303,401,314
2016/6/2,305,412,272
2016/6/2,306,407,2199
2016/6/2,308,404,12
2016/6/20,301,405,6
2016/6/20,302,408,98
2016/6/20,303,401,707
2016/6/20,305,412,517
2016/6/20,306,402,29
2016/6/20,306,407,1691
2016/6/20,307,403,156
2016/6/20,308,404,12
2016/6/21,302,408,489
2016/6/21,303,401,464
2016/6/21,305,412,198
2016/6/21,306,407,680
2016/6/21,307,403,22
2016/6/21,308,404,16
2016/6/22,301,405,36
2016/6/22,302,408,461
2016/6/22,303,401,165
2016/6/22,304,409,69
2016/6/22,305,412,77
2016/6/22,306,407,1582
2016/6/23,301,405,15
2016/6/23,302,408,35
2016/6/23,303,401,275
2016/6/23,303,406,6
2016/6/23,303,410,24
2016/6/23,305,412,717
2016/6/23,306,402,273
2016/6/23,306,407,1961
2016/6/23,307,403,25
2016/6/23,308,404,8
2016/6/24,301,405,56
2016/6/24,302,408,557
2016/6/24,303,401,128
2016/6/24,305,412,1106
2016/6/24,306,407,1724
2016/6/24,307,403,130
2016/6/24,308,404,52
2016/6/25,301,405,21
2016/6/25,302,408,271
2016/6/25,303,401,68
2016/6/25,305,412,1648
2016/6/25,306,407,1910
2016/6/25,307,403,147
2016/6/26,301,405,33
2016/6/26,302,408,448
2016/6/26,303,401,524
2016/6/26,305,412,574
2016/6/26,306,407,1041
2016/6/26,307,403,51
2016/6/27,301,405,27
2016/6/27,302,408,171
2016/6/27,303,401,18
2016/6/27,305,412,155
2016/6/27,306,402,304
2016/6/27,306,407,1592
2016/6/27,307,403,263
2016/6/27,308,404,234
2016/6/28,301,405,66
2016/6/28,302,408,290
2016/6/28,303,401,325
2016/6/28,303,410,2
2016/6/28,305,412,278
2016/6/28,306,407,2863
2016/6/28,308,404,206
2016/6/29,301,405,45
2016/6/29,302,408,582
2016/6/29,303,401,577
2016/6/29,304,409,49
2016/6/29,305,412,872
2016/6/29,306,402,309
2016/6/29,306,407,2182
2016/6/29,307,403,437
2016/6/29,308,404,76
2016/6/3,302,408,55
2016/6/3,303,401,256
2016/6/3,303,410,10
2016/6/3,305,412,156
2016/6/3,306,407,512
2016/6/3,307,403,40
2016/6/30,301,405,4
2016/6/30,302,408,89
2016/6/30,306,407,283
2016/6/30,307,403,1315
2016/6/30,308,404,295
2016/6/4,301,405,175
2016/6/4,302,408,15
2016/6/4,303,401,315
2016/6/4,305,412,1137
2016/6/4,306,402,9
2016/6/4,306,407,2953
2016/6/4,307,403,175
2016/6/4,308,404,605
2016/6/5,302,408,394
2016/6/5,303,401,411
2016/6/5,305,412,341
2016/6/5,306,407,2180
2016/6/6,302,408,204
2016/6/6,303,401,216
2016/6/6,303,410,8
2016/6/6,304,409,41
2016/6/6,305,412,220
2016/6/6,306,407,1903
2016/6/6,308,404,26
2016/6/7,302,408,53
2016/6/7,303,401,748
2016/6/7,304,409,9
2016/6/7,305,412,1691
2016/6/7,306,402,83
2016/6/7,306,407,1423
2016/6/8,301,405,36
2016/6/8,302,408,809
2016/6/8,303,401,148
2016/6/8,305,412,1340
2016/6/8,306,402,106
2016/6/8,306,407,2028
2016/6/8,307,403,36
2016/6/8,308,404,16
2016/6/9,303,401,80
2016/6/9,303,410,5
2016/6/9,305,412,79
2016/6/9,308,404,557
2016/7/1,302,408,57
2016/7/1,303,401,159
2016/7/1,306,407,618
2016/7/1,307,403,175
2016/7/1,308,404,59
2016/7/10,302,408,160
2016/7/10,303,401,41
2016/7/10,305,412,154
2016/7/10,306,407,344
2016/7/11,302,408,131
2016/7/11,303,401,167
2016/7/11,305,412,17
2016/7/11,306,402,6
2016/7/11,306,407,671
2016/7/12,302,408,55
2016/7/12,303,401,29
2016/7/12,305,412,1070
2016/7/12,306,407,1330
2016/7/12,307,403,9
2016/7/12,308,404,128
2016/7/13,301,405,123
2016/7/13,302,408,1205
2016/7/13,303,401,545
2016/7/13,303,410,12
2016/7/13,305,412,135
2016/7/13,306,407,1711
2016/7/13,307,403,257
2016/7/13,308,404,99
2016/7/14,302,408,713
2016/7/14,303,401,63
2016/7/14,304,409,35
2016/7/14,305,412,41
2016/7/14,306,407,1812
2016/7/14,307,403,29
2016/7/14,308,404,61
2016/7/15,301,405,219
2016/7/15,302,408,449
2016/7/15,303,401,417
2016/7/15,305,412,222
2016/7/15,306,407,1545
2016/7/15,308,404,12
2016/7/16,301,405,135
2016/7/16,302,408,519
2016/7/16,303,401,97
2016/7/16,305,412,304
2016/7/16,306,407,1015
2016/7/16,307,403,202
2016/7/17,302,408,46
2016/7/17,303,401,147
2016/7/17,305,412,425
2016/7/17,306,407,1104
2016/7/17,308,404,203
2016/7/18,302,408,133
2016/7/18,303,401,135
2016/7/18,305,412,127
2016/7/18,306,402,3
2016/7/18,306,407,3713
2016/7/18,307,403,282
2016/7/18,308,404,42
2016/7/19,301,405,53
2016/7/19,302,408,197
2016/7/19,303,401,310
2016/7/19,304,409,108
2016/7/19,305,412,785
2016/7/19,306,407,2732
2016/7/2,303,401,10
2016/7/2,304,409,20
2016/7/2,305,412,141
2016/7/2,306,407,13
2016/7/2,307,403,178
2016/7/2,308,404,58
2016/7/20,301,405,9
2016/7/20,302,408,659
2016/7/20,303,401,268
2016/7/20,305,412,163
2016/7/20,306,402,508
2016/7/20,306,407,1181
2016/7/21,302,408,286
2016/7/21,303,401,333
2016/7/21,305,412,172
2016/7/21,306,402,501
2016/7/21,306,407,3118
2016/7/21,307,403,13
2016/7/22,302,408,712
2016/7/22,303,401,178
2016/7/22,305,412,882
2016/7/22,306,407,1436
2016/7/22,307,403,297
2016/7/23,302,408,68
2016/7/23,303,401,67
2016/7/23,305,412,793
2016/7/23,306,407,414
2016/7/23,307,403,417
2016/7/24,301,405,129
2016/7/24,302,408,43
2016/7/24,303,401,78
2016/7/24,305,412,460
2016/7/24,306,407,152
2016/7/24,307,403,950
2016/7/25,304,409,28
2016/7/25,305,412,544
2016/7/25,306,407,562
2016/7/25,308,404,16
2016/7/26,301,405,67
2016/7/26,302,408,557
2016/7/26,303,401,45
2016/7/26,304,409,67
2016/7/26,305,412,115
2016/7/26,306,407,1908
2016/7/26,307,403,320
2016/7/26,308,404,344
2016/7/27,302,408,357
2016/7/27,303,401,491
2016/7/27,303,410,15
2016/7/27,305,412,411
2016/7/27,306,407,400
2016/7/27,307,403,328
2016/7/27,308,404,128
2016/7/28,301,405,5
2016/7/28,302,408,2657
2016/7/28,303,401,147
2016/7/28,303,410,32
2016/7/28,305,412,1838
2016/7/28,306,407,491
2016/7/28,307,403,33
2016/7/28,308,404,30
2016/7/29,301,405,451
2016/7/29,302,408,368
2016/7/29,303,401,561
2016/7/29,303,410,7
2016/7/29,304,409,43
2016/7/29,305,412,1441
2016/7/29,306,402,7
2016/7/29,306,407,583
2016/7/29,307,403,21
2016/7/29,308,404,160
2016/7/3,301,405,51
2016/7/3,302,408,17
2016/7/3,303,401,17
2016/7/3,303,410,38
2016/7/3,306,407,99
2016/7/3,308,404,56
2016/7/30,301,405,540
2016/7/30,302,408,123
2016/7/30,303,401,55
2016/7/30,305,412,112
2016/7/30,306,407,578
2016/7/30,307,403,50
2016/7/30,308,404,312
2016/7/31,302,408,1200
2016/7/31,303,401,483
2016/7/31,304,409,28
2016/7/31,305,412,1349
2016/7/31,306,407,826
2016/7/31,307,403,266
2016/7/4,301,405,225
2016/7/4,303,401,242
2016/7/4,304,409,26
2016/7/4,305,412,6
2016/7/4,307,403,273
2016/7/4,308,404,6
2016/7/5,303,401,249
2016/7/5,305,412,85
2016/7/5,306,407,1820
2016/7/5,307,403,155
2016/7/5,308,404,15
2016/7/6,301,405,3
2016/7/6,302,408,17
2016/7/6,303,401,55
2016/7/6,304,409,6
2016/7/6,305,412,90
2016/7/6,306,407,463
2016/7/6,307,403,52
2016/7/6,308,404,11
2016/7/7,301,405,5
2016/7/7,303,401,108
2016/7/7,304,409,67
2016/7/7,305,412,76
2016/7/7,306,407,57
2016/7/7,307,403,96
2016/7/7,308,404,971
2016/7/8,302,408,807
2016/7/8,303,401,51
2016/7/8,304,409,130
2016/7/8,306,407,223
2016/7/8,307,403,78
2016/7/8,308,404,740
2016/7/9,302,408,281
2016/7/9,303,401,472
2016/7/9,305,412,381
2016/7/9,306,407,278
2016/7/9,307,403,120
2016/7/9,308,404,45
2016/8/1,301,405,14
2016/8/1,303,401,79
2016/8/1,305,412,275
2016/8/1,306,407,864
2016/8/10,301,405,669
2016/8/10,302,408,977
2016/8/10,303,401,254
2016/8/10,305,412,243
2016/8/10,306,402,241
2016/8/10,306,407,300
2016/8/10,307,403,130
2016/8/10,308,404,192
2016/8/11,301,405,690
2016/8/11,302,408,661
2016/8/11,303,401,384
2016/8/11,303,406,8
2016/8/11,305,412,663
2016/8/11,306,407,2515
2016/8/11,307,403,49
2016/8/11,308,404,279
2016/8/12,301,405,140
2016/8/12,302,408,758
2016/8/12,303,401,82
2016/8/12,304,409,11
2016/8/12,305,412,864
2016/8/12,306,407,2564
2016/8/12,307,403,450
2016/8/12,308,404,32
2016/8/13,301,405,37
2016/8/13,302,408,64
2016/8/13,303,401,270
2016/8/13,303,406,21
2016/8/13,305,412,1862
2016/8/13,306,407,830
2016/8/13,307,403,182
2016/8/13,308,404,211
2016/8/14,302,408,190
2016/8/14,303,401,120
2016/8/14,305,412,1291
2016/8/14,306,402,28
2016/8/14,306,407,2313
2016/8/14,307,403,143
2016/8/14,308,404,65
2016/8/15,301,405,164
2016/8/15,302,408,134
2016/8/15,303,401,106
2016/8/15,305,412,232
2016/8/15,306,407,1777
2016/8/15,307,403,118
2016/8/15,308,404,627
2016/8/16,301,405,106
2016/8/16,302,408,1219
2016/8/16,303,401,815
2016/8/16,303,410,4
2016/8/16,305,412,2988
2016/8/16,306,407,1734
2016/8/16,307,403,142
2016/8/16,308,404,297
2016/8/17,301,405,1
2016/8/17,302,408,796
2016/8/17,303,401,260
2016/8/17,305,412,1485
2016/8/17,306,402,19
2016/8/17,306,407,3160
2016/8/17,307,403,24
2016/8/17,308,404,154
2016/8/18,301,405,134
2016/8/18,302,408,842
2016/8/18,303,401,183
2016/8/18,303,410,5
2016/8/18,305,412,514
2016/8/18,306,402,368
2016/8/18,306,407,1994
2016/8/18,307,403,319
2016/8/18,308,404,54
2016/8/19,301,405,71
2016/8/19,302,408,168
2016/8/19,303,401,484
2016/8/19,305,412,301
2016/8/19,306,407,1327
2016/8/19,307,403,506
2016/8/19,308,404,6
2016/8/2,301,405,12
2016/8/2,302,408,31
2016/8/2,305,412,22
2016/8/2,306,402,288
2016/8/2,306,407,303
2016/8/20,301,405,247
2016/8/20,302,408,39
2016/8/20,303,401,145
2016/8/20,303,406,11
2016/8/20,305,412,185
2016/8/20,306,402,428
2016/8/20,306,407,2592
2016/8/20,307,403,14
2016/8/20,308,404,411
2016/8/21,301,405,192
2016/8/21,302,408,67
2016/8/21,303,401,1145
2016/8/21,305,412,680
2016/8/21,306,402,18
2016/8/21,306,407,1415
2016/8/21,307,403,61
2016/8/22,301,405,6
2016/8/22,302,408,388
2016/8/22,303,401,154
2016/8/22,305,412,58
2016/8/22,306,402,102
2016/8/22,306,407,1218
2016/8/22,308,404,11
2016/8/23,301,405,62
2016/8/23,302,408,43
2016/8/23,305,412,115
2016/8/23,306,407,2360
2016/8/23,308,404,27
2016/8/24,301,405,296
2016/8/24,302,408,437
2016/8/24,303,401,370
2016/8/24,303,410,10
2016/8/24,305,412,142
2016/8/24,306,402,706
2016/8/24,306,407,2004
2016/8/24,307,403,31
2016/8/25,301,405,26
2016/8/25,302,408,576
2016/8/25,303,401,172
2016/8/25,304,409,29
2016/8/25,305,412,770
2016/8/25,306,402,208
2016/8/25,306,407,1445
2016/8/25,307,403,361
2016/8/25,308,404,323
2016/8/26,301,405,92
2016/8/26,302,408,527
2016/8/26,303,401,380
2016/8/26,303,410,5
2016/8/26,305,412,394
2016/8/26,306,402,25
2016/8/26,306,407,351
2016/8/26,307,403,20
2016/8/26,308,404,189
2016/8/27,301,405,97
2016/8/27,302,408,258
2016/8/27,303,401,661
2016/8/27,304,409,79
2016/8/27,305,412,495
2016/8/27,306,402,506
2016/8/27,306,407,2804
2016/8/27,307,403,93
2016/8/27,308,404,5
2016/8/28,301,405,109
2016/8/28,302,408,469
2016/8/28,303,401,62
2016/8/28,304,409,8
2016/8/28,305,412,242
2016/8/28,306,402,309
2016/8/28,306,407,1036
2016/8/28,307,403,27
2016/8/28,308,404,185
2016/8/29,301,405,26
2016/8/29,302,408,44
2016/8/29,303,401,363
2016/8/29,304,409,24
2016/8/29,305,412,197
2016/8/29,306,407,1331
2016/8/29,308,404,17
2016/8/3,302,408,463
2016/8/3,303,401,77
2016/8/3,305,412,535
2016/8/3,306,407,1653
2016/8/3,307,403,29
2016/8/30,301,405,48
2016/8/30,302,408,60
2016/8/30,303,401,99
2016/8/30,303,410,5
2016/8/30,305,412,1027
2016/8/30,306,402,237
2016/8/30,306,407,1650
2016/8/30,307,403,17
2016/8/30,308,404,116
2016/8/31,301,405,34
2016/8/31,302,408,919
2016/8/31,303,401,937
2016/8/31,305,412,558
2016/8/31,306,402,1111
2016/8/31,306,407,4384
2016/8/31,307,403,32
2016/8/31,308,404,108
2016/8/4,302,408,259
2016/8/4,305,412,73
2016/8/4,306,407,1310
2016/8/4,307,403,114
2016/8/4,308,404,55
2016/8/5,302,408,107
2016/8/5,303,401,139
2016/8/5,305,412,397
2016/8/5,306,402,509
2016/8/5,306,407,588
2016/8/5,307,403,150
2016/8/6,302,408,242
2016/8/6,303,401,135
2016/8/6,304,409,47
2016/8/6,305,412,313
2016/8/6,306,407,1666
2016/8/6,307,403,250
2016/8/6,308,404,465
2016/8/7,301,405,30
2016/8/7,302,408,130
2016/8/7,303,401,145
2016/8/7,305,412,548
2016/8/7,306,407,571
2016/8/8,301,405,59
2016/8/8,302,408,1508
2016/8/8,303,401,291
2016/8/8,304,409,9
2016/8/8,305,412,13
2016/8/8,306,407,843
2016/8/8,307,403,125
2016/8/8,308,404,184
2016/8/9,301,405,191
2016/8/9,302,408,85
2016/8/9,303,401,158
2016/8/9,304,409,22
2016/8/9,305,412,43
2016/8/9,306,407,859
2016/8/9,308,404,114
2016/9/1,301,405,19
2016/9/1,303,401,15
2016/9/1,303,406,38
2016/9/1,305,412,1125
2016/9/10,301,405,105
2016/9/10,302,408,314
2016/9/10,303,401,317
2016/9/10,305,412,67
2016/9/10,306,407,1561
2016/9/10,307,403,1567
2016/9/10,308,404,111
2016/9/11,301,405,1117
2016/9/11,302,408,761
2016/9/11,303,401,203
2016/9/11,304,409,10
2016/9/11,305,412,52
2016/9/11,306,402,285
2016/9/11,306,407,3354
2016/9/11,307,403,117
2016/9/11,308,404,58
2016/9/12,301,405,102
2016/9/12,302,408,507
2016/9/12,303,401,52
2016/9/12,305,412,2016
2016/9/12,306,407,1172
2016/9/12,307,403,101
2016/9/12,308,404,57
2016/9/13,301,405,172
2016/9/13,302,408,567
2016/9/13,303,401,232
2016/9/13,303,410,2
2016/9/13,304,409,19
2016/9/13,305,412,162
2016/9/13,306,402,705
2016/9/13,306,407,1476
2016/9/13,307,403,57
2016/9/14,301,405,146
2016/9/14,302,408,236
2016/9/14,303,401,201
2016/9/14,304,409,25
2016/9/14,305,412,576
2016/9/14,306,402,131
2016/9/14,306,407,2369
2016/9/14,307,403,72
2016/9/14,308,404,240
2016/9/15,301,405,175
2016/9/15,302,408,80
